Classification Name,Classification Code,Time,Time Code,Country Name,Country Code, ,1000000:GROSS DOMESTIC PRODUCT [1000000],9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE [9100000],9020000:ACTUAL INDIVIDUAL CONSUMPTION [9020000],1101000:FOOD AND NON-ALCOHOLIC BEVERAGES [1101000],1101100:FOOD [1101100],1101110:Bread and cereals [1101110],1101120:Meat [1101120],1101130:Fish and seafood [1101130],"1101140:Milk, cheese and eggs [1101140]",1101150:Oils and fats [1101150],1101160:Fruit [1101160],1101170:Vegetables [1101170],"1101180:Sugar, jam, honey, chocolate and confectionery [1101180]",1101190:Food products n.e.c. (Class) [1101190],1101200:NON-ALCOHOLIC BEVERAGES [1101200],"1102000:ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS [1102000]",1102100:ALCOHOLIC BEVERAGES [1102100],1102200:TOBACCO [1102200],1103000:CLOTHING AND FOOTWEAR [1103000],"9060000:ACTUAL HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS [9060000]","1105000:FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE [1105000]",9080000:ACTUAL HEALTH [9080000],1107000:TRANSPORT [1107000],1107100:PURCHASE OF VEHICLES [1107100],1107300:TRANSPORT SERVICES [1107300],1108000:COMMUNICATION [1108000],9110000:ACTUAL RECREATION AND CULTURE [9110000],9120000:ACTUAL EDUCATION [9120000],1111000:RESTAURANTS AND HOTELS [1111000],9140000:ACTUAL MISCELLANEOUS GOODS AND SERVICES [9140000],1113000:NET PURCHASES ABROAD [1113000],9260000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS WITHOUT HOUSING [9260000],9270000:GENERAL GOVERNMENT FINAL CONSUMPTION EXPENDITURE [9270000],1300000:INDIVIDUAL CONSUMPTION EXPENDITURE BY GOVERNMENT [1300000],1400000:COLLECTIVE CONSUMPTION EXPENDITURE BY GOVERNMENT [1400000],1500000:GROSS CAPITAL FORMATION [1500000],1501000:GROSS FIXED CAPITAL FORMATION [1501000],1501100:MACHINERY AND EQUIPMENT [1501100],1501200:CONSTRUCTION [1501200],1501300:OTHER PRODUCTS [1501300],1502000:CHANGES IN INVENTORIES [1502000],1503000:ACQUISITIONS LESS DISPOSALS OF VALUABLES (Category) [1503000],1600000:BALANCE OF EXPORTS AND IMPORTS [1600000],9250000:DOMESTIC ABSORPTION [9250000],SP.EXCHG.RATE.ICP:Exchange Rate Value [SP.EXCHG.RATE.ICP],SP.POP.TOTL.ICP:Population [SP.POP.TOTL.ICP],SP.POP.TOTL.ICP.ZS:Population shares (World=100) [SP.POP.TOTL.ICP.ZS]
"Expenditure per capita index, PPP-based (World = 100)",PCAP.PP.IX.WL,2017,YR2017,Turks and Caicos Islands,TCA,,156.558,95.942,93.443,92.467,91.681,48.771,107.482,178.261,68.115,30.186,133.776,85.645,53.527,142.608,102.643,57.45,82.692,21.618,116.48,47.994,98.162,56.491,268.456,113.969,363.869,51.001,96.021,127.265,64.734,103.925,0,109.282,255.51,66.487,485.046,117.635,123.847,240.782,99.581,0,0,0,7170.254,121.188,,,
"Expenditure per capita index, PPP-based (World = 100)",PCAP.PP.IX.WL,2017,YR2017,Uruguay,URY,,128.498,149.528,150.631,171.173,168.555,141.42,346.608,89.991,188.007,153.237,113.029,153.908,137.6,17.487,199.303,123.104,88.599,169.303,149.882,201.373,204.729,127.348,103.27,67.268,150.797,204.938,78.479,135.028,183.686,98.483,-1275.326,140.88,129.908,153.157,107.931,68.733,78.503,69.605,96.467,32.355,-148.441,0,672.589,125.012,,,
"Expenditure per capita index, PPP-based (World = 100)",PCAP.PP.IX.WL,2017,YR2017,"Virgin Islands, British",VGB,,246.052,155.615,141.569,196.709,195.137,134.503,326.102,122.904,179.375,172.58,189.91,216.984,127.533,98.438,212.513,350.954,486.237,155.513,170.653,34.643,190.546,75.641,357.852,338.076,448.209,226.081,134.871,52.522,417.148,64.355,-369.375,177.201,100.494,40.518,168.318,195.104,223.919,486.087,135.126,122.757,-516.822,-1.084,18857.745,157.237,,,
"Expenditure per capita index, PPP-based (World = 100)",PCAP.PP.IX.WL,2017,YR2017,Middle East & North Africa (ICP),MEB,,113.129,105.061,106.616,124.711,125.948,99.83,135.966,124.093,126.74,180.489,130.232,165.87,104.385,60.874,105.744,35.571,6.607,89.465,147.231,180.118,106.432,80.117,98.735,61.665,137.419,156.722,42.965,110.128,60.169,64.738,-356.247,101.199,140.35,109.892,176.212,113.567,99.21,95.782,116.592,44.408,408.221,0.203,390.453,110.832,,,
"Expenditure per capita index, PPP-based (World = 100)",PCAP.PP.IX.WL,2017,YR2017,Algeria,DZA,,69.661,56.82,65.696,102.077,105.419,68.611,88.208,12.249,96.476,157.722,116.994,195.167,68.854,161.237,55.684,24.866,5.348,68.035,43.799,31.521,44.077,37.461,100.169,16.217,325.339,122.752,17.273,103.062,42.306,73.628,44.195,63.55,124.026,145.574,104.217,80.218,71.393,70.339,88.496,19.258,330.174,0,-551.805,76.403,,,
"Expenditure per capita index, PPP-based (World = 100)",PCAP.PP.IX.WL,2017,YR2017,Bahrain,BHR,,284.753,203.358,208.543,135.152,130.564,91.678,104.591,361.341,179.806,89.701,160.688,119.007,96.215,66.548,201.977,21.057,2.052,53.939,222.204,271.026,330.215,124.501,257.427,229.25,102.617,278.751,182.805,231.097,134.682,81.766,-6414.797,201.122,340.78,238.341,465.843,372.884,341.734,256.661,532.028,3.264,1020.932,,2387.32,264.255,,,
"Expenditure per capita index, PPP-based (World = 100)",PCAP.PP.IX.WL,2017,YR2017,Djibouti,DJI,,31.316,37.697,36.507,44.638,44.196,44.303,43.808,72.312,35.709,46.964,26.821,67.096,17.922,21.724,48.837,160.346,88.396,368.173,56.001,59.839,54.404,28.38,56.164,38.814,69.68,39.965,21.529,20.431,27.505,21.109,1455.07,35.6,25.014,25.048,25.697,34.624,38.942,67.931,25.707,11.585,-67.578,0,-379.926,35.604,,,
"Expenditure per capita index, PPP-based (World = 100)",PCAP.PP.IX.WL,2017,YR2017,"Egypt, Arab Rep.",EGY,,80.307,124.865,118.352,179.242,184.862,110.303,201.197,227.926,188.667,274.297,161.397,314.755,146.398,51.128,96.921,53.68,0.086,160.041,144.96,232.596,103.144,120.508,76.401,25.273,184.523,161.448,34.068,93.641,46.663,63.18,130.331,118.643,56.773,56.155,58.475,25.433,25.675,29.341,31.01,2.398,24.266,0,-375.375,84.603,,,
"Expenditure per capita index, PPP-based (World = 100)",PCAP.PP.IX.WL,2017,YR2017,"Iran, Islamic Rep.",IRN,,96.484,79.809,77.222,67.058,68.747,95.651,61.548,30.058,84.688,75.233,73.635,61.335,51.733,26.265,42.315,5.428,0,11.854,242.259,146.095,33.707,68.877,43.95,13.028,53.557,206.613,14.992,38.717,8.679,62.283,-423.76,72.182,135.522,49.147,237.118,105.66,57.738,41.003,96.479,0.204,1032.465,,180.941,95.087,,,
"Expenditure per capita index, PPP-based (World = 100)",PCAP.PP.IX.WL,2017,YR2017,Iraq,IRQ,,59.756,61.558,59.821,89.27,90.617,77.513,84.295,53.967,90.506,101.133,99.955,155.906,90.151,23.327,67.439,7.628,0.103,20.596,84.535,127.983,73.932,29.695,69.203,77.807,52.007,42.548,11.566,61.481,9.642,17.34,,58.095,60.265,44.865,78.647,39.077,39.043,55.225,40.199,2.582,44.244,,480.091,55.124,,,
"Expenditure per capita index, PPP-based (World = 100)",PCAP.PP.IX.WL,2017,YR2017,Israel,ISR,,234.899,211.168,223.559,221.444,212.027,171.075,241.344,136.075,197.062,271.478,483.781,184.647,147.344,132.204,336.628,196.063,152.334,207.092,140.485,196.538,283.805,135.31,304.356,201.133,480.206,312.143,229.854,310.836,208.042,239.185,598.74,215.311,318.524,296.024,342.265,222.317,226.645,220.329,157.222,373.226,173.374,0,596.077,231.91,,,
"Expenditure per capita index, PPP-based (World = 100)",PCAP.PP.IX.WL,2017,YR2017,Jordan,JOR,,57.908,83.69,79.884,85.348,81.461,74.477,70.189,21.979,99.112,140.703,65.94,93.944,119.897,78.567,142.231,70.383,0.371,192.542,69.297,132.501,75.002,40.7,87.229,57.944,84.694,52.764,25.567,70.168,32.388,62.158,-1069.752,75.232,74.56,43.633,110.647,39.458,40.155,14.849,61.452,23.054,30.203,,-1082.022,70.631,,,
"Expenditure per capita index, PPP-based (World = 100)",PCAP.PP.IX.WL,2017,YR2017,Kuwait,KWT,,294.825,217.544,233.302,131.049,128.318,99.24,174.601,251.652,125.02,129.966,92.122,104.839,91.233,93.026,170.041,25.338,,70.098,250.069,276.894,395.553,130.813,139.063,60.759,132.788,169.651,147.031,234.382,64.998,87.863,-19077.835,237.667,424.25,319.873,555.139,406.827,424.801,6.026,408.895,926.599,119.118,,854.514,291.292,,,
"Expenditure per capita index, PPP-based (World = 100)",PCAP.PP.IX.WL,2017,YR2017,Malta,MLT,,251.523,188.769,203.566,152.778,139.624,135.767,151.006,142.399,127.305,147.482,136.79,120.734,219.196,81.302,327.513,300.499,259.904,250.077,189.436,156.579,278.252,209.772,214.061,179.472,188.94,265.844,355.234,167.74,696.11,243.278,14791.884,188.118,254.602,291.485,209.5,195.188,216.259,243.825,175.401,220.804,-286.964,164.708,7293.163,202.085,,,
"Expenditure per capita index, PPP-based (World = 100)",PCAP.PP.IX.WL,2017,YR2017,Morocco,MAR,,45.694,45.848,45.152,85.004,85.948,84.732,92.358,46.188,71.396,312.978,106.029,53.613,80.45,17.4,69.876,34.479,7.757,85.74,50.303,62.804,51.36,17.874,48.424,29.994,69.066,37.956,17.57,49.383,47.095,31.909,925.714,44.153,51.735,36.896,68.204,58.946,55.013,49.536,60.823,33.233,139.438,0,-377.238,50.353,,,
"Expenditure per capita index, PPP-based (World = 100)",PCAP.PP.IX.WL,2017,YR2017,Oman,OMN,,179.315,130.358,137.902,168.217,163.911,121.257,196.697,295.213,192.715,127.181,188.863,138.723,114.452,67.492,227.585,4.999,1.405,10.817,191.749,165.857,110.303,71.814,247.092,343.64,64.415,182.896,53.239,162.147,105.102,64.513,-670.712,129.945,272.023,180.277,383.902,229.864,242.002,68.925,398.71,139.026,24.104,,551.314,176.231,,,
"Expenditure per capita index, PPP-based (World = 100)",PCAP.PP.IX.WL,2017,YR2017,Qatar,QAT,,572.821,210.962,232.526,140.588,141.188,93.956,148.594,277.082,146.76,136.803,152.231,165.877,119.611,54.161,126.663,55.023,34.754,79.808,143.998,243.95,253.552,175.159,502.611,345.486,771.365,179.932,448.4,176.123,278.331,187.849,,208.096,540.387,370.156,750.958,1250.934,1322.952,1284.515,1549.699,534.288,,,10569.271,489.641,,,
"Expenditure per capita index, PPP-based (World = 100)",PCAP.PP.IX.WL,2017,YR2017,Saudi Arabia,SAU,,289.323,212.057,233.646,195.283,190.155,143.882,302.94,307.815,159.722,169.644,151.21,139.457,132.811,102.365,265.457,32.033,,88.618,239.585,458.546,316.307,123.43,229.822,189.599,58.456,279.166,93.6,362.363,188.228,81.042,-1839.075,203.515,453.635,370.851,548.656,339.141,302.828,391.818,279.309,123.518,1074.441,,1460.106,277.83,,,
"Expenditure per capita index, PPP-based (World = 100)",PCAP.PP.IX.WL,2017,YR2017,Tunisia,TUN,,64.104,91.288,90.648,108.403,109.524,103.348,63.37,78.135,141.311,201.711,165.034,118.98,170.813,41.405,91.171,80.742,25.182,210.242,111.488,129.81,105.201,40.454,108.621,81.808,90.819,87.428,55.341,100.09,161.25,41.325,310.039,86.143,89.12,78.569,99.84,26.787,27.11,18.368,39.468,10.121,26.954,0,-540.052,70.63,,,
"Expenditure per capita index, PPP-based (World = 100)",PCAP.PP.IX.WL,2017,YR2017,United Arab Emirates,ARE,,404.328,216.687,237.564,184.615,173.824,124.932,165.992,291.6,172.554,152.374,205.212,185.446,213.746,115.748,354.679,33.997,8.474,74.628,189.268,388.994,337.179,247.358,240.449,272.851,106.597,345.954,164.017,224.294,185.756,137.763,,210.092,329.408,378.04,245.627,508.924,481.816,437.393,636.616,100.977,1058.794,,12577.824,296.506,,,
"Expenditure per capita index, PPP-based (World = 100)",PCAP.PP.IX.WL,2017,YR2017,West Bank and Gaza,PSE,,34.685,55.547,57.338,80.112,79.596,74.123,84.605,32.625,63.903,121.78,88.539,112.636,79.991,43.121,87.228,39.997,0.203,107.217,76.869,29.689,48.585,31.542,47.975,37.645,84.822,81.157,29.771,110.175,19.571,53.372,-731.156,62.396,67.861,68.001,67.749,28.696,29.728,18.78,43.578,5.881,10.988,,-1513.952,50.401,,,
"Expenditure per capita index, PPP-based (World = 100)",PCAP.PP.IX.WL,2017,YR2017,North America (ICP),NAB,,354.572,438.627,400.5,220.79,210.336,191.84,224.725,58.829,228.998,209.611,133.356,119.528,316.843,524.933,351.962,328.497,486.988,194.673,325.01,355.382,458.79,492.239,492.799,625.474,177.363,226.707,618.14,235.463,504.216,488.339,405.405,452.839,262.374,195.19,337.014,294.001,304.977,508.022,141.159,577.041,86.311,0,-2132.382,368.274,,,
"Expenditure per capita index, PPP-based (World = 100)",PCAP.PP.IX.WL,2017,YR2017,Bermuda,BMU,,435.996,368.069,373.557,355.627,341.753,133.2,656.877,453.949,400.574,168.845,436.287,276.672,221.317,392.675,516.196,538.967,815.878,162.714,189.721,499.014,408.534,212.537,391.433,301.769,609.578,401.467,781.236,226.234,922.106,404.045,21823.086,338.005,413.776,387.203,426.581,232.791,244.052,545.487,169.548,0,0,0,21573.58,340.435,,,
"Expenditure per capita index, PPP-based (World = 100)",PCAP.PP.IX.WL,2017,YR2017,Canada,CAN,,293.198,289.266,307.448,183.118,175.793,148.137,164.874,112.166,192.933,183.505,208.198,123.703,296.754,272.399,273.921,339.462,506.428,155.279,254.963,284.011,322.896,299.313,447.836,889.046,122.402,191.71,386.295,254.195,292.757,352.391,-1309.88,286.524,368.832,413.747,311.187,285.751,289.731,267.845,258.747,242.217,259.531,0,-1262.792,302.252,,,
"Expenditure per capita index, PPP-based (World = 100)",PCAP.PP.IX.WL,2017,YR2017,United States,USA,,361.448,455.413,410.954,224.994,214.189,196.759,231.362,52.764,233.015,212.551,124.893,119.028,319.118,553.316,360.693,327.224,484.741,199.103,332.902,363.368,474.059,513.957,497.868,595.94,183.451,230.603,644.143,233.361,527.879,503.621,593.864,471.537,250.39,170.611,339.896,294.939,306.701,534.984,127.949,614.75,66.877,0,-2234.622,375.693,,,
"Expenditure per capita index, PPP-based (World = 100)",PCAP.PP.IX.WL,2017,YR2017,South Asia (ICP),SAB,,35.43,42.473,38.414,62.732,66.837,91.713,15.155,60.203,89.518,63.6,91.726,76.098,41.963,65.469,12.643,14.098,5.165,22.103,77.001,42.132,24.433,28.078,37.254,13.036,95.164,29.397,10.221,37.99,14.674,35.409,34.706,42.725,17.878,11.788,24.185,37.227,33.787,23.974,42.379,19.81,88.437,212.357,-101.578,36.992,,,
"Expenditure per capita index, PPP-based (World = 100)",PCAP.PP.IX.WL,2017,YR2017,Bangladesh,BGD,,26.463,34.39,31.029,81.092,86.77,193.411,24.995,177.414,32.758,58.042,26.011,100.164,19.386,124.049,4.463,17.094,0,26.991,46.423,42.348,20.097,12.315,10.632,3.009,41.487,6.132,8.658,22.85,15.551,8.992,0,34.672,10.447,4.707,16.184,25.45,26.572,15.382,49.081,0.418,2.941,0,-143.599,28.393,,,
"Expenditure per capita index, PPP-based (World = 100)",PCAP.PP.IX.WL,2017,YR2017,Bhutan,BTN,,71.024,64.957,66.024,105.645,106.155,143.919,49.399,54.014,147.735,236.21,47.125,154.653,42.969,30.811,95.858,50.067,34.543,13.334,123.119,70.938,38.954,83.335,60.406,51.815,83.039,43.286,27.099,67.753,30.825,31.111,0,65.368,122.199,75.896,169.387,98.178,103.111,58.318,186.127,10.562,-4.866,19.516,-892.654,83.774,,,
"Expenditure per capita index, PPP-based (World = 100)",PCAP.PP.IX.WL,2017,YR2017,India,IND,,37.053,42.721,38.392,59.026,63.215,76.419,10.265,51.071,91.491,56.381,111.112,74.259,37.426,60.773,9.291,12.689,6.284,15.992,81.992,38.107,24.087,28.838,43.308,15.887,110.846,31.818,5.647,38.553,13.028,40.293,36.277,42.975,17.506,10.919,24.3,41.589,37.51,26.444,45.665,23.98,99.665,271.999,-70.516,38.228,,,
"Expenditure per capita index, PPP-based (World = 100)",PCAP.PP.IX.WL,2017,YR2017,Maldives,MDV,,112.453,68.998,73.313,80.375,75.273,74.469,30.093,523.945,49.014,72.255,65.856,32.647,112.509,40.999,141.505,41.39,0,88.503,72.376,74.564,84.917,105.29,34.528,13.059,89.661,113.432,43.772,96.652,154.583,48.317,0,69.075,128.599,110.387,147.199,197.424,202.741,177.956,286.685,21.13,116.55,0,208.157,111.014,,,
"Expenditure per capita index, PPP-based (World = 100)",PCAP.PP.IX.WL,2017,YR2017,Nepal,NPL,,17.473,25.347,22.99,66.956,71.712,136.92,43.144,22.152,60.55,115.015,35.258,104.367,41.128,33.878,10.162,17.569,13.274,3.275,17.541,22.826,9.185,12.384,3.643,3.538,5.145,14.193,16.382,22.449,9.75,4.58,11.76,25.566,10.814,4.848,16.541,22.559,16.199,8.592,22.044,10.769,164.554,1.502,-367.455,22.567,,,
"Expenditure per capita index, PPP-based (World = 100)",PCAP.PP.IX.WL,2017,YR2017,Pakistan,PAK,,29.976,45.998,42.185,68.037,70.092,93.136,35.839,10.204,128.813,103.124,28.832,66.501,86.691,37.384,40.149,20.018,0,61.129,76.873,68.044,30.926,33.954,16.591,5.04,24.135,34.21,27.48,39.217,21.457,23.045,0,46.178,19.396,14.685,24.212,14.967,14.077,11.29,14.653,10.519,36.243,0,-202.414,32.837,,,
"Expenditure per capita index, PPP-based (World = 100)",PCAP.PP.IX.WL,2017,YR2017,Sri Lanka,LKA,,75.767,77.287,79.428,93.62,99.249,182.774,8.282,238.39,70.36,104.06,65.998,56.265,73.474,215.17,21.138,16.031,12.027,20.036,82.649,69.897,36.574,63.51,104.783,0.306,323.835,30.463,131.355,124.996,48.425,92.651,555.686,77.874,85.978,96.251,79.825,80.458,61.331,71.765,65.491,10.236,432.843,440.012,-367.48,81.086,,,
"Expenditure per capita index, PPP-based (World = 100)",PCAP.PP.IX.WL,2017,YR2017,Sub-Saharan Africa (ICP),SSB,,22.083,28.197,26.912,55.258,57.282,65.905,37.352,48.575,17.803,49.161,68.974,131.327,36.789,33.366,27.047,34.951,38.137,19.707,33.358,23.35,28.384,11.019,16.392,8.944,35.272,45.081,10.005,31.42,15.389,16.057,27.371,29.373,22.276,15.3,29.657,13.016,13.876,14.327,17.52,2.946,-6.312,1.998,-58.189,22.961,,,
"Expenditure per capita index, PPP-based (World = 100)",PCAP.PP.IX.WL,2017,YR2017,Angola,AGO,,44.278,41.413,39.691,69.133,70.545,86.682,103.085,135.541,29.451,129.226,5.582,72.096,49.468,11.221,49.023,66.751,88.116,0.976,83.003,59.026,44.433,14.495,28.369,10.02,86.864,23.929,15.987,54.329,15.195,28.648,588.565,41.589,61.566,22.291,101.247,34.037,44.156,22.873,83.319,4.388,-183.163,0,295.598,42.497,,,
"Expenditure per capita index, PPP-based (World = 100)",PCAP.PP.IX.WL,2017,YR2017,Benin,BEN,,13.559,17.994,17.655,37.657,39.713,66.671,26.423,55.728,12.009,51.183,21.338,62.534,7.784,22.189,11.102,19.255,21.852,8.115,13.007,15.124,10.549,5.716,12.443,1.689,23.106,16.007,4.191,26.113,28.75,5.383,13.324,17.908,18.626,13.963,23.348,9.551,9.556,8.353,11.6,4.519,11.459,0,-182.107,15.756,,,
"Expenditure per capita index, PPP-based (World = 100)",PCAP.PP.IX.WL,2017,YR2017,Botswana,BWA,,104.099,89.491,91.844,256.802,261.44,355.423,214.838,56.478,154.849,201.045,187.87,299.15,408.47,358.767,182.586,49.188,53.209,41.821,63.164,42.115,157.408,31.36,28.637,0.629,98.631,44.387,20.115,148.5,0.19,70.547,0.041,97.262,146.123,104.85,189.036,89.556,101.871,52.535,186.211,14.137,-192.615,0,584.433,99.193,,,
"Expenditure per capita index, PPP-based (World = 100)",PCAP.PP.IX.WL,2017,YR2017,Burkina Faso,BFA,,10.923,12.12,11.66,28.127,28.566,49.634,43.678,3.886,13.465,18.091,26.201,28.557,5.841,8.939,20.536,29.091,24.224,30.071,7.589,10.756,13.355,5.546,6.311,2.2,3.037,5.929,3.11,11.092,4.974,3.025,1.345,12.197,15.41,7.341,23.366,7.717,7.853,9.761,8.023,2.02,6.107,0,-48.631,11.488,,,
"Expenditure per capita index, PPP-based (World = 100)",PCAP.PP.IX.WL,2017,YR2017,Burundi,BDI,,4.727,7.513,7.315,14.336,15.281,13.838,3.63,6.246,2.778,0.808,8.813,61.626,4.956,22.663,2.604,22.155,26.956,4.846,2.27,10.911,1.22,3.815,3.136,0.167,10.221,2.728,1.479,11.296,6.144,1.805,-9.095,6.841,6.43,5.346,7.73,1.798,1.711,1.993,1.914,0.361,4.277,0,-71.721,5.59,,,
"Expenditure per capita index, PPP-based (World = 100)",PCAP.PP.IX.WL,2017,YR2017,Cameroon,CMR,,21.364,27.102,25.58,44.68,47.235,42.37,28.851,61.763,6.233,124.306,16.92,120.637,24.444,33.294,12.264,36.561,48.62,5.751,18.919,26.256,35.556,7.944,18.547,1.585,76.328,14.679,10.145,36.276,45.774,10.477,-14.64,27.757,19.815,10.746,28.435,13.425,14.072,13.105,14.211,10.26,-0.665,0,-71.752,22.298,,,
"Expenditure per capita index, PPP-based (World = 100)",PCAP.PP.IX.WL,2017,YR2017,Cabo Verde,CPV,,39.87,47.508,49.696,91.612,92.537,134.811,71.635,125.468,108.298,181.831,35.902,66.606,68.238,74.793,73.002,37.038,47.672,11.452,65.813,135.005,59.341,26.582,38.18,10.064,116.125,50.116,6.152,78.476,43.158,41.528,3486.189,42.643,66.843,66.61,67.292,46.477,46.565,34.442,52.119,37.539,53.421,0,-1016.94,51.094,,,
"Expenditure per capita index, PPP-based (World = 100)",PCAP.PP.IX.WL,2017,YR2017,Central African Republic,CAF,,5.646,8.793,8.383,21.726,22.68,22.298,33.573,28.361,5.954,33.278,10.992,24.094,12.078,30.933,9.295,21.899,21.658,19.069,16.248,4.505,11.004,2.038,3.553,2.766,4.606,1.318,2.28,10.018,2.392,3.112,10.363,9.5,6.518,4.263,8.772,3.732,3.663,4.831,3.845,0.358,5.249,0,-127.697,7.071,,,
"Expenditure per capita index, PPP-based (World = 100)",PCAP.PP.IX.WL,2017,YR2017,Chad,TCD,,9.776,13.989,13.162,35.074,37.377,34.764,75.275,131.227,3.694,132.285,0.354,10.479,14.778,0.091,6.756,25.401,30.393,13.079,0.374,4.058,2.705,4.5,14.831,8.673,26.144,13.671,2.487,10.45,2.169,3.005,-125.989,14.628,6.421,6.003,6.991,5.902,4.297,7.668,1.838,2.239,44.451,32.897,-60.744,10.525,,,
"Expenditure per capita index, PPP-based (World = 100)",PCAP.PP.IX.WL,2017,YR2017,Comoros,COM,,18.685,27.85,26.79,62.685,67.154,43.765,28.861,289.169,6.878,17.605,184.373,93.207,26.148,66.258,5.983,4.798,1.027,14.99,15.991,39.626,23.398,2.749,17.026,3.503,27.039,62.743,2.141,41.807,31.094,6.978,473.344,24.744,24.263,14.653,33.611,8.772,11.569,12.846,11.123,6.268,-53.32,0,-275.254,21.911,,,
"Expenditure per capita index, PPP-based (World = 100)",PCAP.PP.IX.WL,2017,YR2017,"Congo, Dem. Rep.",COD,,8.303,10.046,9.403,28.214,30.142,48.941,15.398,54.586,3.495,72.382,28.681,41.452,6.548,16.485,4.83,11.301,9.004,11.356,10.658,6.754,8.5,2.911,3.511,0.293,11.144,3.142,1.056,9.17,6.715,1.04,6.315,10.731,6.594,4.068,9.131,6.422,7.975,4.469,14.307,0.164,-31.902,0,-22.215,8.625,,,
"Expenditure per capita index, PPP-based (World = 100)",PCAP.PP.IX.WL,2017,YR2017,"Congo, Rep.",COG,,31.004,23.024,22.484,35.574,36.119,23.021,27.824,50.371,12.196,61.435,25.108,40.885,25.183,112.33,26.236,36.851,20.052,32.825,15.5,40.174,20.978,9.833,15.534,2.783,53.776,28.018,7.42,34.443,28.006,6.582,126.768,23.162,36.708,16.655,56.17,26.795,29.865,13.661,54.586,1.125,-47.807,0,399.508,27.311,,,
"Expenditure per capita index, PPP-based (World = 100)",PCAP.PP.IX.WL,2017,YR2017,Côte d'Ivoire,CIV,,21.525,26.821,25.163,58.842,61.856,42.653,42.534,18.333,16.389,111.32,63.524,126.116,37.648,131.213,19.476,42.724,29.964,62.193,13.813,21.067,27.709,7.296,19.179,7.038,59.887,40.651,13.709,17.962,4.991,11.348,15.44,27.915,18.918,11.363,26.6,11.502,14.543,16.928,14.894,5.208,-61.066,0,45.055,21.181,,,
"Expenditure per capita index, PPP-based (World = 100)",PCAP.PP.IX.WL,2017,YR2017,Equatorial Guinea,GNQ,,137.21,96.446,113.301,169.127,174.688,149.386,131.89,689.426,82.673,211.201,48.388,186.531,39.385,329.74,91.567,86.927,102.64,63.04,90.664,133.237,86.099,118.103,72.571,30.031,183.996,61.045,45.46,268.9,49.759,97.274,24.398,94.137,419.621,314.341,531.259,43.4,51.728,69.789,37.168,31.385,-142.204,0,2114.37,116.805,,,
"Expenditure per capita index, PPP-based (World = 100)",PCAP.PP.IX.WL,2017,YR2017,Eswatini,SWZ,,52.524,74.877,73.064,119.01,124.67,262.325,163.385,8.592,70.849,69.426,56.206,83.203,112.123,50.593,45.136,56.502,71.873,33.458,102.037,75.37,102.988,40.263,40.946,9.713,24.153,46.944,12.231,191.367,14.288,31.142,-377.297,76.767,84.307,54.461,114.61,19.083,15.507,21.867,15.118,1.089,107.6,0,-577.874,59.37,,,
"Expenditure per capita index, PPP-based (World = 100)",PCAP.PP.IX.WL,2017,YR2017,Ethiopia,ETH,,9.743,13.03,12.526,22.909,22.579,36.365,8.663,8.706,5.355,29.916,1.71,44.5,6.323,43.213,25.335,14.015,4.148,2.203,13.181,26.585,11.895,1.864,3.944,0.416,20.172,9.701,1.6,13.081,16.41,4.272,0,13.398,10.091,7.565,12.589,8.326,8.569,3.321,16.505,1.579,2.127,15.756,-143.505,11.489,,,
"Expenditure per capita index, PPP-based (World = 100)",PCAP.PP.IX.WL,2017,YR2017,Gabon,GAB,,76.111,54.256,53.632,77.765,75.673,77.01,68.708,180.65,36.844,94.312,112.532,82.263,29.421,36.745,93.107,193.865,236.192,90.377,52.495,39.939,76.211,19.403,34.605,8.243,82.269,80.248,23.556,115.961,38.56,20.325,-643.063,57.168,176.095,46.647,302.11,55.818,59.135,36.75,96.56,4.428,-19.321,0,687.118,70.226,,,
"Expenditure per capita index, PPP-based (World = 100)",PCAP.PP.IX.WL,2017,YR2017,"Gambia, The",GMB,,11.871,19.964,18.674,43.03,44.628,65.878,18.532,78.1,35.856,86.112,30.253,47.172,43.857,16.016,20.956,8.606,5.339,5.046,62.358,13.904,17.296,16.435,2.934,0.604,10.299,33.475,4.033,24.558,2.281,5.083,66.709,20.641,8.54,6.793,10.34,5.215,5.898,9.846,4.542,0.071,-11.862,0,-161.212,13.858,,,
"Expenditure per capita index, PPP-based (World = 100)",PCAP.PP.IX.WL,2017,YR2017,Ghana,GHA,,30.108,40.743,37.679,26.064,26.697,24.046,15.021,84.318,5.27,34.344,13.189,36.079,7.436,50.228,16.83,13.048,17.375,2.718,23.789,9.264,13.455,3.472,14.424,10.676,37.692,77.033,14.647,54.296,12.89,53.219,-3199.28,44.318,19.236,8.106,29.976,17.424,22.133,24.092,18.743,16.68,-99.075,0,-82.542,31.229,,,
